Section	Key	English	Amharic	Oromo	Tigrinya	Somali
admin	admin.unlockAccount	Unlock Account	መለያ ክፈት	Herrega Bani	ኣካውንት ክፈት	Akoonka fur
admin	admin.lockAccount	Lock Account	መለያ ቆልፍ	Herrega Cufi	ኣካውንት ዕጸው	Akoonka xidh
admin	admin.adminTeam	Admin Team	የአስተዳዳሪ ቡድን	Garee Bulchaa	ናይ ኣመሓዳሪ ጋንታ	Kooxda maamulka
admin	admin.manageAdminAccess	Manage who has access to the admin dashboard	ወደ አስተዳዳሪ ዳሽቦርድ ማን እንደሚደርስ ያስተዳድሩ	Eenyutu daashboordii bulchaa akka qaqqabu bulchi	ናብ ኣመሓዳሪ ዳሽቦርድ ምብጻሕ ዘለዎም ኣመሓድር	Maamul cidda marin u leh dashboorkka maamulka
admin	admin.memberCount	{count} member	{count} አባል	Miseensa {count}	{count} ኣባል	{count} xubin
admin	admin.membersCount	{count} members	{count} አባላት	Miseensota {count}	{count} ኣባላት	{count} xubnaha
admin	admin.ownerRole	Owner	ባለቤት	Abbaa Qabeenyaa	ዋና	Milkiilaha
admin	admin.ownerRoleDesc	Full access — manage admins, orgs, users, and system settings	ሙሉ ፈቃድ — አስተዳዳሪዎችን፣ ድርጅቶችን፣ ተጠቃሚዎችን እና የስርዓት ቅንብሮችን ያስተዳድሩ	Qaqqabii guutuu — bulchitoota, dhaabbileen, fayyadamtoota fi qindaa'ina sirnaa bulchi	ምሉእ ምብጻሕ — ኣመሓደርቲ፣ ትካላት፣ ተጠቀምቲን ናይ ስርዓት ቅጥዒታትን ኣመሓድር	Marin buuxda — maamul maamulayaasha, hay'adaha, isticmaaleyaasha, iyo dejinta nidaamka
admin	admin.adminRole	Admin	አስተዳዳሪ	Bulchaa	ኣመሓዳሪ	Maamulaha
admin	admin.adminRoleDesc	Can manage organizations and users, but cannot manage admin team	ድርጅቶችን እና ተጠቃሚዎችን ማስተዳደር ይችላሉ፣ ግን የአስተዳዳሪ ቡድንን ማስተዳደር አይችሉም	Dhaabbilee fi fayyadamtoota bulchuu danda'a, garuu garee bulchaa bulchuu hin danda'u	ትካላትን ተጠቀምቲን ከኣመሓድር ይኽእል፣ ግን ናይ ኣመሓዳሪ ጋንታ ምኣመሓዳር ኣይክእልን	Wuu maamuli karaa hay'adaha iyo isticmaaleyaasha, laakiin kama maamuli karo kooxda maamulka
admin	admin.viewerRole	Viewer	ተመልካች	Ilaalaa	ተዓዛቢ	Daawade
admin	admin.viewerRoleDesc	Read-only access to dashboard, organizations, and user data	ዳሽቦርድ፣ ድርጅቶች እና የተጠቃሚ ዳታ የማንበብ ብቻ ፈቃድ	Qaqqabii dubbisuu qofa daashboordii, dhaabbileen fi daataa fayyadamtootaaf	ንዳሽቦርድ፣ ትካላትን ናይ ተጠቃሚ ዳታን ምንባብ ጥራይ	Marin akhriska kaliya oo ah dashboorkka, hay'adaha, iyo xogta isticmaaleyaasha
admin	admin.currentTeamMembers	Current Team Members	የአሁኑ የቡድን አባላት	Miseensota Garee Ammaa	ሕጂ ዘለዉ ኣባላት ጋንታ	Xubnaha kooxda hadda
admin	admin.loadingTeam	Loading team...	ቡድን በመጫን ላይ...	Garee fe'aa jira...	ጋንታ ይጸዓን ኣሎ...	Kooxda waa la soo rarayaa...
admin	admin.noAdminUsers	No admin users configured	የአስተዳዳሪ ተጠቃሚ አልተዋቀረም	Fayyadamaan bulchaa hin qindaa'in	ናይ ኣመሓዳሪ ተጠቀምቲ ኣይተዋደዱን	Isticmaaleyaal maamul ah lama habeyn
admin	admin.addAdminUsersDesc	Add admin users via the ADMIN_USERS environment variable	በ ADMIN_USERS የአካባቢ ተለዋዋጭ በኩል የአስተዳዳሪ ተጠቃሚዎችን ያክሉ	Fayyadamtoota bulchaa jijjiiramaa naannoo ADMIN_USERS fayyadamuun dabalaa	ብ ADMIN_USERS ናይ ኣከባቢ ተቐያራይ ናይ ኣመሓዳሪ ተጠቀምቲ ወስኽ	Ku dar isticmaaleyaal maamul ah iyada oo loo marayo ADMIN_USERS ee deegaanka
admin	admin.howToAddAdmins	How to add or remove admin users	የአስተዳዳሪ ተጠቃሚዎችን እንዴት ማከል ወይም ማስወገድ እንደሚቻል	Fayyadamtoota bulchaa akkamitti dabaltu ykn haqxu	ናይ ኣመሓዳሪ ተጠቀምቲ ከመይ ከም ትውስኽ ወይ ትኣልግስ	Sida loo ku daro ama looga saaro maamulayaasha
admin	admin.adminUsersExplanation	Admin users are managed via the ADMIN_USERS environment variable in Vercel. Update the JSON array to add, remove, or change roles, then redeploy.	የአስተዳዳሪ ተጠቃሚዎች በ Vercel ውስጥ ባለው ADMIN_USERS የአካባቢ ተለዋዋጭ ይመራሉ። ለማከል፣ ለማስወገድ ወይም ሚናዎችን ለመቀየር JSON ድርድሩን ያዘምኑ፣ ከዚያ እንደገና ያሰማሩ።	Fayyadamtoonni bulchaa jijjiiramaa naannoo ADMIN_USERS Vercel keessatti bulchamu. Dabaluuf, haquuf ykn gahee jijjiiruuf JSON array haaromsaa, sana booda irra deebi'ii fe'i.	ናይ ኣመሓዳሪ ተጠቀምቲ ብ ADMIN_USERS ናይ ኣከባቢ ተቐያራይ ኣብ Vercel ይኣመሓደሩ። ንምውሳኽ፣ ምእላግ ወይ ተራ ምቕያር JSON ዝርዝር ኣሐድስ ድሕሪኡ ዳግማይ ኣስፍር።	Isticmaaleyaasha maamulka waxaa lagu maamulaa iyada oo loo marayo ADMIN_USERS ee deegaanka Vercel. Cusbooneysii shaxanka JSON si aad u ku darto, u ka saarto, ama u beddesho doorarka, ka dibna dib u geesin.
admin	admin.exampleValue	Example ADMIN_USERS value	ምሳሌ ADMIN_USERS ዋጋ	Fakkeenya gatii ADMIN_USERS	ኣብነት ADMIN_USERS ዋጋ	Tusaalaha ADMIN_USERS ee qiimaha
admin	admin.steps	Steps:	ደረጃዎች:	Tarkaanfiiwwan:	ስጉምትታት:	Tillaabooyinka:
admin	admin.step1	Go to Vercel → Project Settings → Environment Variables	ወደ Vercel → Project Settings → Environment Variables ይሂዱ	Gara Vercel → Qindaa'ina Pirojektii → Jijjiiramoota Naannoo deemaa	ናብ Vercel → ናይ ፕሮጀክት ቅጥዒታት → ናይ ኣከባቢ ተቐየርቲ ኪድ	U tag Vercel → Dejinta Mashruuca → Doorsooyinka Deegaanka
admin	admin.step2	Edit the ADMIN_USERS variable	ADMIN_USERS ተለዋዋጭን ያርትዑ	Jijjiiramaa ADMIN_USERS gulaali	ADMIN_USERS ተቐያራይ ኣርትዕ	Wax ka bedel doorsooyaha ADMIN_USERS
admin	admin.step3	Update the JSON array (add/remove users, change roles)	JSON ድርድሩን ያዘምኑ (ተጠቃሚዎችን ያክሉ/ያስወግዱ፣ ሚናዎችን ይቀይሩ)	JSON array haaromsi (fayyadamtoota dabali/haqi, gahee jijjiiri)	JSON ዝርዝር ኣሐድስ (ተጠቀምቲ ወስኽ/ኣልግስ፣ ተራ ቀይር)	Cusbooneysii shaxanka JSON (ku dar/ka saar isticmaaleyaasha, bedel doorarka)
admin	admin.step4	Use strong, unique passwords for each admin	ለእያንዳንዱ አስተዳዳሪ ጠንካራ፣ ልዩ የይለፍ ቃሎች ይጠቀሙ	Bulchaa hundaaf jecha darbii cimaa fi addaa fayyadami	ንነፍሲ ወከፍ ኣመሓዳሪ ሓያልን ፍሉይን ቃለ-ምስጢር ተጠቐም	Isticmaal furayaal sir ah oo kala duwan maamule kasta
admin	admin.step5	Redeploy for changes to take effect	ለውጦች ተግባራዊ እንዲሆኑ እንደገና ያሰማሩ	Jijjiiramni akka hojjetu irra deebi'ii fe'i	ለውጥታት ንኽሰርሑ ዳግማይ ኣስፍር	Dib u geesin si isbeddeladu u shaqeeyaan
admin	admin.systemHealth	System Health	የስርዓት ጤና	Fayyummaa Sirnaa	ናይ ስርዓት ጥዕና	Caafimaadka nidaamka
admin	admin.infraMonitoring	Infrastructure monitoring & status	የመሠረተ ልማት ክትትል እና ሁኔታ	To'annoo fi haala bu'uura misoomaa	ናይ መሰረት ልማዕ ክትትልን ኩነታን	La socodka kaabayaasha & xaaladda
admin	admin.runningChecks	Running health checks...	የጤና ምርመራዎችን በማካሄድ ላይ...	Sakatta'iinsa fayyummaa hojjechaa jira...	ናይ ጥዕና ምርመራ ይካየድ ኣሎ...	Baadhitaanada caafimaadka waa la wadi...
admin	admin.failedToLoadHealth	Failed to load health data	የጤና ዳታ መጫን አልተሳካም	Daataa fayyummaa fe'uu hin dandeenye	ናይ ጥዕና ዳታ ምጽዓን ኣይሰለጠን	Xogta caafimaadka soo dejinta waa la waayay
admin	admin.allSystemsOperational	All Systems Operational	ሁሉም ስርዓቶች ንቁ ናቸው	Sirni Hunduu Hojii Irra Jira	ኩሎም ስርዓታት ይሰርሑ ኣለዉ	Dhammaan nidaamyada way shaqeynayaan
admin	admin.someServicesDegraded	Some Services Degraded	አንዳንድ አገልግሎቶች ዝቅ ብለዋል	Tajaajiloota Tokko Tokko Laaffateera	ገለ ኣገልግሎታት ንድሕሪት ኣለዉ	Adeegyada qaar way yaraadeen
admin	admin.systemIssuesDetected	System Issues Detected	የስርዓት ችግሮች ተገኝተዋል	Rakkoo Sirnaa Argameera	ናይ ስርዓት ጸገማት ተረኺቦም	Dhibaatooyinka nidaamka waa la ogaaday
admin	admin.lastChecked	Last checked: {time}	ለመጨረሻ ጊዜ የተረጋገጠ: {time}	Yeroo dhumaa sakatta'ame: {time}	ናይ መወዳእታ ምርመራ: {time}	Markii ugu dambeysay la hubiyey: {time}
admin	admin.operational	{count} operational	{count} ንቁ	{count} hojii irra	{count} ዝሰርሑ	{count} shaqaynaya
admin	admin.degraded	{count} degraded	{count} ዝቅ ያለ	{count} laaffate	{count} ንድሕሪት	{count} yaraatay
admin	admin.down	{count} down	{count} ያልሰራ	{count} kufe	{count} ዝወደቑ	{count} joogsan
admin	admin.serviceStatus	Service Status	የአገልግሎት ሁኔታ	Haala Tajaajilaa	ናይ ኣገልግሎት ኩነታ	Xaaladda adeegga
admin	admin.checking	Checking...	በማረጋገጥ ላይ...	Sakatta'aa jira...	ይምርመር ኣሎ...	Waa la hubinayaa...
admin	admin.environment	Environment	አካባቢ	Naannoo	ኣከባቢ	Deegaanka
admin	admin.runtime	Runtime	ራንታይም	Runtime	Runtime	Waqtiga shaqaynta
admin	admin.region	Region	ክልል	Naannoo	ዞባ	Gobolka
admin	admin.deployment	Deployment	ማሰማራት	Fe'annoo	ምስፋር	Geesinta
admin	admin.capacityScaling	Capacity & Scaling	አቅም እና ማስፋት	Dandeettii fi Guddisuu	ዓቕምን ምስፍሕፋሕን	Awoodda & kordhinta
admin	admin.concurrentUsers	Concurrent Users	ተመሳሳይ ጊዜ ተጠቃሚዎች	Fayyadamtoota Yeroo Tokkoo	ሓደ ግዜ ዝጥቀሙ ተጠቀምቲ	Isticmaaleyaasha isku mar ah
admin	admin.serverlessTier	Serverless tier dependent	በ Serverless ደረጃ ላይ የተመሠረተ	Sadarkaa serverless irratti hundaa'a	ኣብ Serverless ደረጃ ዝምርኮስ	Ku xidhan heerka serverless-ka
admin	admin.databaseConnections	Database Connections	የዳታቤዝ ግንኙነቶች	Walqunnamtii Kuusdeetaa	ናይ ዳታቤዝ ርክባት	Xiriirka xogta kaydka
admin	admin.sharedPool	Shared pool	የጋራ ገንዳ	Kuusaa hirmaatame	ሓባራዊ ገንዳ	Badh wadaag ah
admin	admin.providerLimit	Provider limit	የአቅራቢ ገደብ	Daangaa dhiyeessaa	ናይ ኣቕራቢ ደረት	Xadka bixiyaha
admin	admin.connectionPooling	Connection pooling recommended for production scale	ለምርት ልኬት የግንኙነት ገንዳ ይመከራል	Guddina oomishaaf walqunnamtii kuusuu ni gorsama	ን production ደረጃ connection pooling ይምከር	Badhi xiriirka waxaa lagu talinayaa wax soo saaridda weyn
admin	admin.staticPages	Static Pages	ቋሚ ገጾች	Fuulota Dhaabbataa	ስታቲክ ገጻት	Bogagga joogtada ah
admin	admin.cdnServed	CDN-served globally	CDN-በዓለም አቀፍ ደረጃ የሚቀርብ	CDN-dhaan addunyaa guutuutti dhiyaata	ብCDN ኣብ ዓለም ይቐርብ	CDN lagu qaybinayo caalamka oo dhan
admin	admin.preRendered	Pre-rendered and cached — excellent performance	አስቀድሞ የተቀረጸ እና ተሸጎጠ — እጅግ ጥሩ አፈጻጸም	Duraan ijaaramee kuufame — raawwii gaarii	ቅድሚ ዝተሰርሐን ዝተኸዘነን — ብሉጽ ብቕዓት	Hore loo diyaariyey oo la kaydiyey — waxqabad wanaagsan
admin	admin.architectureStack	Architecture Stack	የሥነ ሕንጻ ቁልል	Tarree Ijaarsa	ናይ ኣርክቴክቸር ስታክ	Dhismaha teknoolajiyada
admin	admin.framework	Framework	ፍሬምወርክ	Framework	ፍረምዎርክ	Framework
admin	admin.database	Database	ዳታቤዝ	Kuusdeetaa	ዳታቤዝ	Xogta kaydka
admin	admin.authSystem	Auth	ማረጋገጫ	Mirkaneessa	ምርግጋጽ	Aqoonsiga
admin	admin.hosting	Hosting	ማስተናገጃ	Keessummeessaa	ኣስተናግዶ	Martigelinta
admin	admin.styling	Styling	ቅጥ	Faaya	ቅዲ	Qaab-dhijinta
admin	admin.state	State	ሁኔታ	Haala	ኩነታ	Xaaladda
departments	departments.development	Development	ልማት	Misoomaa	ምዕባለ	Horumarinta
departments	departments.developmentDesc	Track development tasks, backlog, and releases	የልማት ተግባራትን፣ ባክሎግን እና ልቀቶችን ይከታተሉ	Hojii misoomaa, tarree eeggataa fi gadhiisota hordofi	ናይ ምዕባለ ተግባራት፣ ባክሎግን ምልቃቓትን ተኸታተል	Raadraac hawlaha horumarinta, shaqada sugaysa, iyo sii daynta
departments	departments.marketing	Marketing	ግብይት	Gabaa	ዕዳጋ	Suuq-geynta
departments	departments.marketingDesc	Manage marketing campaigns, social media, and analytics	የግብይት ዘመቻዎችን፣ ማህበራዊ ሚዲያን እና ትንታኔን ያስተዳድሩ	Duulaawwan gabaa, miidiyaa hawaasaa fi xiinxala bulchi	ናይ ዕዳጋ ዘመተታት፣ ማሕበራዊ ሚድያን ትንተናን ኣመሓድር	Maamul ololaha suuq-geynta, baraha bulshada, iyo falanqaynta
departments	departments.operations	Operations	ተግባራት	Hojimaata	ስርሒታት	Hawlgallada
departments	departments.operationsDesc	Monitor operations, manage incidents, and track maintenance checklists	ተግባራትን ይከታተሉ፣ ክስተቶችን ያስተዳድሩ እና ቼክሊስቶችን ይቆጣጠሩ	Hojimaata to'adhaa, mudannoowwan bulchaa fi tarree eeggumsaa hordofi	ስርሒታት ተኸታተል፣ ፍጻመታት ኣመሓድርን ናይ ጽገና ዝርዝር ክትትልን	La soco hawlgallada, maamul dhacdooyinka, iyo raadraac liisaska hubinta dayactirka
departments	departments.research	Research	ምርምር	Qorannoo	ምርምር	Cilmi baadhis
departments	departments.researchDesc	Manage research projects, data collection, and findings	የምርምር ፕሮጀክቶችን፣ ዳታ ሰብሰባን እና ግኝቶችን ያስተዳድሩ	Pirojektota qorannoo, sassaabbii daataa fi argannoo bulchi	ናይ ምርምር ፕሮጀክትታት፣ ዳታ ምእካብን ረኽቦታትን ኣመሓድር	Maamul mashruucyada cilmi baadhista, ururinta xogta, iyo natiijooyinka
departments	departments.backlogDesc	Manage and prioritize the development backlog	የልማት ባክሎግን ያስተዳድሩ እና ቅድሚያ ይስጡ	Tarree eeggataa misoomaa bulchii dursa kenni	ናይ ምዕባለ ባክሎግ ኣመሓድርን ቀዳምነት ሃብን	Maamul oo mudnaanta sii shaqada horumarinta sugaysa
departments	departments.releasesDesc	Track and plan software releases and deployments	የሶፍትዌር ልቀቶችን እና ማሰማራቶችን ይከታተሉ እና ያቅዱ	Gadhiisota fi fe'annoota sooftiweerii hordofii karoorsii	ናይ ሶፍትዌር ምልቃቓትን ምስፋርን ተኸታተልን ውጥንን	Raadraac oo qorshee sii daynta software-ka iyo geesinta
departments	departments.codeReviewDesc	Manage code reviews and pull requests	የኮድ ግምገማዎችን እና pull requests ያስተዳድሩ	Gamaaggama koodii fi pull request bulchi	ናይ ኮድ ግምገማታትን ፑል ሪኩዌስታትን ኣመሓድር	Maamul dib u eegista koodhka iyo pull request-yada
departments	departments.socialMediaDesc	Plan and schedule social media content	የማህበራዊ ሚዲያ ይዘት ያቅዱ እና ያዘጋጁ	Qabiyyee miidiyaa hawaasaa karoorsi sagantaa baasi	ናይ ማሕበራዊ ሚድያ ትሕዝቶ ውጥንን መደብን	Qorshee oo jadwee qoraalka baraha bulshada
departments	departments.analyticsDesc	Track marketing metrics and performance	የግብይት ልኬቶችን እና አፈጻጸምን ይከታተሉ	Safartuu gabaa fi raawwii hordofi	ናይ ዕዳጋ መለክዒታትን ብቕዓትን ተኸታተል	Raadraac cabbirrada suuq-geynta iyo waxqabadka
departments	departments.campaignsDesc	Plan and manage marketing campaigns	የግብይት ዘመቻዎችን ያቅዱ እና ያስተዳድሩ	Duulaawwan gabaa karoorsi bulchi	ናይ ዕዳጋ ዘመተታት ውጥንን ኣመሓድርን	Qorshee iyo maamul ololaha suuq-geynta
departments	departments.incidentsDesc	Track and resolve operational incidents	የተግባር ክስተቶችን ይከታተሉ እና ይፍቱ	Mudannoowwan hojimaataa hordofi furmaata kenni	ስርሒታዊ ፍጻመታት ተኸታተልን ፍታሕን	Raadraac iyo xallinta dhacdooyinka hawlgalka
departments	departments.monitoringDesc	Monitor system health and performance metrics	የስርዓት ጤና እና አፈጻጸም ልኬቶችን ይከታተሉ	Fayyummaa sirnaa fi safartuu raawwii hordofi	ናይ ስርዓት ጥዕናን ብቕዓት መለክዒታትን ተኸታተል	La soco caafimaadka nidaamka iyo cabbirrada waxqabadka
departments	departments.checklistsDesc	Manage operational checklists and procedures	የተግባር ቼክሊስቶችን እና ሂደቶችን ያስተዳድሩ	Tarree sakatta'iinsaa fi adeemsa hojimaataa bulchi	ስርሒታዊ ዝርዝራትን ኣገባባትን ኣመሓድር	Maamul liisaska hubinta iyo habraacyada hawlgalka
departments	departments.dataDesc	Collect and manage research data for feasibility studies	ለአመቺነት ጥናቶች የምርምር ዳታ ይሰብስቡ እና ያስተዳድሩ	Qorannoo qulqullinaa fi daataa qorannoo sassaabii bulchi	ንናይ ኣድማዕነት ጽንዓት ምርምር ዳታ ኣክብን ኣመሓድርን	Uruuri oo maamul xogta cilmi baadhista ee daraasaadka macquulnimada
departments	departments.findingsDesc	Document research findings and insights	የምርምር ግኝቶችን እና ግንዛቤዎችን ይመዝግቡ	Argannoo fi hubannoo qorannoo galmeessi	ናይ ምርምር ረኽቦታትን ትዕዝብትታትን ሰነድ	Diiwaangeli natiijooyinka cilmi baadhista iyo aragtiyada
departments	departments.plansDesc	Develop and track research plans and methodologies	የምርምር ዕቅዶችን እና ዘዴዎችን ያዘጋጁ እና ይከታተሉ	Karoora fi mala qorannoo misoomsii hordofi	ናይ ምርምር ውጥናትን ኣገባባትን ኣማዕብልን ተኸታተልን	Horumarso oo raadraac qorshayaasha iyo hab-raacyada cilmi baadhista
departments	departments.materialsDesc	Manage research materials and resources	የምርምር ቁሳቁሶችን እና ሀብቶችን ያስተዳድሩ	Meeshaalee fi qabeenya qorannoo bulchi	ናይ ምርምር ኣቑሑትን ጸጋታትን ኣመሓድር	Maamul agabka iyo kheyraadka cilmi baadhista
departments	departments.inspectionsDesc	Schedule and track site inspections and surveys	የቦታ ምርመራዎችን እና ዳሰሳዎችን ያቅዱ እና ይከታተሉ	Sakatta'iinsa fi sarvee iddoo sagantaa baasii hordofi	ናይ ቦታ ምርመራታትን ዳህሳስን መደብን ተኸታተልን	Qorshee iyo raadraac kormeernada goobaha iyo sahanka
operationsPage	operationsPage.title	Operations	ተግባራት	Hojimaata	ስርሒታት	Hawlgallada
operationsPage	operationsPage.description	Monitor operations, manage incidents, and track maintenance checklists	ተግባራትን ይከታተሉ፣ ክስተቶችን ያስተዳድሩ እና ቼክሊስቶችን ይቆጣጠሩ	Hojimaata to'adhaa, mudannoowwan bulchaa fi tarree eeggumsaa hordofi	ስርሒታት ተኸታተል፣ ፍጻመታት ኣመሓድርን ናይ ጽገና ዝርዝር ክትትልን	La soco hawlgallada, maamul dhacdooyinka, iyo raadraac liisaska hubinta dayactirka
researchPage	researchPage.title	Research	ምርምር	Qorannoo	ምርምር	Cilmi baadhis
researchPage	researchPage.description	Manage research projects, data collection, and findings	የምርምር ፕሮጀክቶችን፣ ዳታ ሰብሰባን እና ግኝቶችን ያስተዳድሩ	Pirojektota qorannoo, sassaabbii daataa fi argannoo bulchi	ናይ ምርምር ፕሮጀክትታት፣ ዳታ ምእካብን ረኽቦታትን ኣመሓድር	Maamul mashruucyada cilmi baadhista, ururinta xogta, iyo natiijooyinka
medicalPage	medicalPage.title	Medical Services	የሕክምና አገልግሎቶች	Tajaajila Yaalaa	ናይ ሕክምና ኣገልግሎታት	Adeegyada caafimaadka
medicalPage	medicalPage.description	Manage medical services, equipment, and patient care	የሕክምና አገልግሎቶችን፣ መሣሪያዎችን እና የታካሚ ክብካቤን ያስተዳድሩ	Tajaajila yaalaa, meeshaalee fi kunuunsa dhukkubsattootaa bulchi	ናይ ሕክምና ኣገልግሎታት፣ መሳርሒታትን ክንክን ሕሙማትን ኣመሓድር	Maamul adeegyada caafimaadka, qalabka, iyo daryeelka bukaanadda
timeline	timeline.title	Timeline	የጊዜ ሰሌዳ	Sarara Yeroo	ናይ ግዜ ሰሌዳ	Jadwalka waqtiga
timeline	timeline.projectTimeline	Project Timeline	የፕሮጀክት የጊዜ ሰሌዳ	Sarara Yeroo Pirojektii	ናይ ፕሮጀክት ናይ ግዜ ሰሌዳ	Jadwalka waqtiga mashruuca
timeline	timeline.comingSoonDesc	Timeline view is coming soon. You will be able to see project phases, track progress, and manage dependencies visually.	የጊዜ ሰሌዳ እይታ በቅርቡ ይመጣል። የፕሮጀክት ደረጃዎችን ማየት፣ ሂደትን መከታተል እና ጥገኝነቶችን በእይታ ማስተዳደር ይችላሉ።	Ilaalchi sarara yeroo dhiyootti ni dhufa. Marsaalee pirojektii ilaaluu, adeemsa hordofuu fi hariiroo ijaan bulchuu dandeessu.	ናይ ግዜ ሰሌዳ ትርኢት ኣብ ቀረባ ይመጽእ። ናይ ፕሮጀክት ደረጃታት ምርኣይ፣ ምዕባለ ምክትታልን ትስስራት ብዓይኒ ምኣመሓዳርን ክትክእል ኢኻ።	Aragtida jadwalka waqtigu waa iman doontaa dhowaan. Waxaad awoodi doontaa inaad aragto marxaladaha mashruuca, raadraacdo horumarka, iyo si muuqaal ah u maamusho ku-xidhnaaashaha.
automation	automation.whenCreated	When item is created	ዕቃ ሲፈጠር	Yeroo wanti uumamu	ኣቑሕ ክፍጠር ከሎ	Marka la sameeyo
automation	automation.whenStatusChanges	When status changes	ሁኔታ ሲቀየር	Yeroo haalli jijjiiramu	ኩነታ ክቕየር ከሎ	Marka xaaladdu is beddesho
automation	automation.whenAssigned	When assigned	ሲመደብ	Yeroo ramadamu	ክምደብ ከሎ	Marka la xilsaaro
automation	automation.whenDueDateApproaches	When due date approaches	የመጨረሻ ቀን ሲቃረብ	Yeroo guyyaan xumuraa dhiyaatu	ናይ ምውዳእ ዕለት ክቐርብ ከሎ	Marka taariikhda dhammaadku soo dhowaato
automation	automation.whenDueDatePasses	When due date passes	የመጨረሻ ቀን ሲያልፍ	Yeroo guyyaan xumuraa darbu	ናይ ምውዳእ ዕለት ክሓልፍ ከሎ	Marka taariikhda dhammaadku dhaafto
automation	automation.whenBudgetThreshold	When budget threshold reached	የበጀት ገደብ ሲደረስ	Yeroo daangaan baajetaa ga'amu	ናይ በጀት ደረት ክበጽሕ ከሎ	Marka xadka miisaaniyada la gaadho
automation	automation.whenCommentedOn	When commented on	አስተያየት ሲሰጥ	Yeroo yaadni irratti dabalamu	ርእይቶ ክወሃብ ከሎ	Marka faallo lagu sameeyo
automation	automation.whenCompleted	When completed	ሲጠናቀቅ	Yeroo xumurame	ክውዳእ ከሎ	Marka la dhammeeyo
automation	automation.whenFieldChanges	When field changes	መስክ ሲቀየር	Yeroo dirreen jijjiiramu	ክፍሊ ክቕየር ከሎ	Marka meelaha is beddelaan
automation	automation.changeStatus	Change status	ሁኔታ ቀይር	Haala jijjiiri	ኩነታ ቀይር	Xaaladda bedel
automation	automation.assignToMember	Assign to member	ለአባል መድብ	Miseensaaf ramadi	ንኣባል ምደብ	U xilsaar xubin
automation	automation.sendNotification	Send notification	ማሳወቂያ ላክ	Beeksisa ergi	ሓበሬታ ስደድ	Ogeysiis dir
automation	automation.sendEmail	Send email	ኢሜይል ላክ	Imeelii ergi	ኢመይል ስደድ	Iimeyl dir
automation	automation.addLabel	Add label	መለያ ጨምር	Mallattoo dabali	መለለዪ ወስኽ	Summad ku dar
automation	automation.setPriority	Set priority	ቅድሚያ ቀይር	Dursa qindeessi	ቀዳምነት ኣቐምጥ	Mudnaanta deji
automation	automation.createSubtask	Create subtask	ንዑስ ተግባር ፍጠር	Hojii gadii uumi	ንኡስ ተግባር ፍጠር	Hawl-hoosaad samee
automation	automation.addComment	Add comment	አስተያየት ጨምር	Yaada dabali	ርእይቶ ወስኽ	Faallo ku dar
automation	automation.trigger	Trigger	ማስነሻ	Kakaasa	ኣበራሪ	Kicin
automation	automation.selectTrigger	Select a trigger...	ማስነሻ ይምረጡ...	Kakaasa fili...	ኣበራሪ ምረጽ...	Kicin dooro...
automation	automation.conditions	Conditions (optional)	ሁኔታዎች (አማራጭ)	Haaloota (filannoo)	ኩነታት (ኣማራጺ)	Shuruudaha (ikhtiyaari)
automation	automation.field	Field	መስክ	Dirree	ክፍሊ	Meelaha
automation	automation.value	Value	ዋጋ	Gatii	ዋጋ	Qiimaha
automation	automation.equals	equals	እኩል ነው	wal qixa	ማዕረ	waa la mid yahay
automation	automation.notEquals	not equals	እኩል አይደለም	wal qixa miti	ማዕረ ዘይኮነ	kama mid aha
automation	automation.contains	contains	ይዟል	of keessaa qaba	ዝሓዘ	waxa ku jira
automation	automation.greaterThan	greater than	ከዚህ ይበልጣል	irra guddaa	ዝዓቢ ካብ	ka weyn
automation	automation.lessThan	less than	ከዚህ ያንሳል	irra xiqqaa	ዝንእስ ካብ	ka yar
automation	automation.isEmpty	is empty	ባዶ ነው	duwwaa dha	ጥራሕ	waa madhan yahay
automation	automation.isNotEmpty	is not empty	ባዶ አይደለም	duwwaa miti	ጥራሕ ዘይኮነ	ma madhnid
automation	automation.addCondition	Add condition	ሁኔታ ጨምር	Haala dabali	ኩነት ወስኽ	Shuruud ku dar
automation	automation.addAction	Add an action...	ድርጊት ያክሉ...	Gocha dabali...	ተግባር ወስኽ...	Ficil ku dar...
automation	automation.saveAutomation	Save Automation	አውቶሜሽን አስቀምጥ	Ofumaan Hojjechuu Olchi	ኦቶመይሽን ኣቐምጥ	Otomaatikga kaydi
commandPalette	commandPalette.actions	Actions	ድርጊቶች	Gocha	ተግባራት	Ficilada
commandPalette	commandPalette.navigation	Navigation	ዳሰሳ	Ce'umsa	ምዝዋር	Marin
commandPalette	commandPalette.recent	Recent	የቅርብ	Dhiyoo	ናይ ቀረባ	Dhowaan
commandPalette	commandPalette.createNewIssue	Create New Issue	አዲስ ጉዳይ ፍጠር	Dhimma Haaraa Uumi	ሓድሽ ጉዳይ ፍጠር	Arrin cusub samee
commandPalette	commandPalette.createNewProject	Create New Project	አዲስ ፕሮጀክት ፍጠር	Pirojektii Haaraa Uumi	ሓድሽ ፕሮጀክት ፍጠር	Mashruuc cusub samee
commandPalette	commandPalette.noResultsFor	No results found for "{query}"	ለ"{query}" ምንም ውጤት አልተገኘም	Bu'aan "{query}" -f hin argamne	ን"{query}" ውጽኢት ኣይተረኽበን	Natiijo lama helin "{query}"
